,context,question,answer,source_doc
75,"Losses from Major Recent Earthquakes: At the beginning of 2010 there were two major earthquakes: a 7.0 magnitude quake in Haiti in January and a 8.8 magnitude quake in Chile in February. The Haiti quake killed over 220,000 people and caused $8 billion dollars in damages, most of it uninsured. The Chile quake, though more powerful, was far less deadly as its epicenter was located in a region with relatively low population density and because Chile's history of damaging quakes has led to strict building codes. The Chile quake and its associated tsunami caused over $4 billion in insured losses and more than $20 billion in total damages (including insured and uninsured losses), according to Munich Re. It caused about 500 deaths.","What were the significant differences in casualties and economic losses between the 2010 Haiti and Chile earthquakes, and what factors contributed to these differences?","The Haiti earthquake (7.0 magnitude) resulted in over 220,000 deaths and $8 billion in damages (mostly uninsured), while the more powerful Chile earthquake (8.8 magnitude) caused about 500 deaths and over $20 billion in total damages ($4 billion insured).  Differences are attributed to population density near the epicenter and stricter building codes in Chile.",Insurance_Handbook_20103
76,"The rent-a-captive concept was introduced in Bermuda 20 years ago and remains a popular alternative market mechanism. Rent-a-captives serve businesses that are unable to capitalize a captive but are willing to assume a portion of their own risk and share in the underwriting profits and investment income. Generally sponsored by insurers or reinsurers, which essentially 'rent out' their capital for a fee, the mechanism allows users to obtain some of the advantages of a captive without having the expense of setting up a single parent captive and meeting minimum capital and surplus requirements.","What is a rent-a-captive, and what are its benefits for businesses?","A rent-a-captive is an alternative market mechanism where businesses 'rent' a captive insurer's capital to assume risk and share underwriting profits and investment income, avoiding the costs of setting up their own captive.",Insurance_Handbook_20103
77,"Wisconsin enacted the first permanent workers compensation insurance law in 1911 (New York had enacted a law a year earlier but it was found unconstitutional), and by 1920 all but eight states had enacted similar laws. By 1949 all states had a workers compensation system that provided compensation to workers hurt on the job, regardless of who was at fault. The costs of medical treatment and wage loss benefits were the responsibility of the employer which were paid through the workers compensation system.","When did Wisconsin enact its workers' compensation law, and by what year did most states have similar laws?","Wisconsin enacted its law in 1911. By 1920, all but eight states had similar laws; by 1949, all states had them.",Insurance_Handbook_20103
78,"Prior to September 11, 2001, insurers provided terrorism coverage to their commercial insurance customers essentially free of charge because the chance of property damage from terrorist acts was considered remote. After September 11, which costs insurers about $31.6 billion, insurers began to reassess the risk. For a while terrorism coverage was scarce. Reinsurers were unwilling to reinsure policies in urban areas perceived to be vulnerable to attack. Primary insurers filed requests with their state insurance departments for permission to exclude terrorism coverage from their commercial policies.","How did the events of September 11, 2001, change the insurance industry's approach to terrorism coverage?","Before 9/11, terrorism coverage was essentially free due to its perceived low risk.  After 9/11, which cost insurers \$31.6 billion, coverage became scarce as insurers reassessed risk and reinsurers were hesitant, leading to exclusions in policies.",Insurance_Handbook_20103
79,"This coverage reimburses for loss due to theft or damage caused by something other than a collision with another car or object, such as fire, falling objects, missiles, explosions, earthquakes, windstorms, hail, flood, vandalism and riots, or contact with animals such as birds or deer. Comprehensive insurance is usually sold with a $100 to $300 deductible, though policyholders may opt for a higher deductible as a way of lowering their premium. Comprehensive insurance may also reimburse the policyholder if a windshield is cracked or shattered. Some companies offer separate glass coverage with or without a deductible. States do not require the purchase of collision or comprehensive coverage, but lenders may insist borrowers carry it until a car loan is paid off. It may also be a requirement of some dealerships if a car is leased.","What events are covered by comprehensive car insurance, and what are common deductible amounts?","Comprehensive car insurance covers theft, fire, falling objects, missiles, explosions, earthquakes, windstorms, hail, flood, vandalism, riots, and animal contact.  Deductibles typically range from $100 to $300, but higher deductibles may lower premiums.",Insurance_Handbook_20103
80,"One problem insurers face is the accumulation of risk. They need to know not only the likelihood and extent of damage to a particular building but also the company's accumulated risk from insuring multiple buildings within a given geographical area, including the implications of fire following a terrorist attack. In addition, in the United States, workers compensation insurers face concentrations of risk from injuries to workers caused by terrorism attacks. Workers compensation policies provide coverage for loss of income and medical and rehabilitation treatment from 'first dollar,' that is without deductibles.","What are two major risk accumulation problems faced by insurers, and what is a key feature of workers' compensation policies in the US?","Insurers face accumulated risk from insuring multiple buildings in one area and the implications of events like terrorist attacks.  US workers' compensation policies cover losses from 'first dollar,' meaning no deductibles.",Insurance_Handbook_20103
81,"More conservative standards than under GAAP accounting rules, they are imposed by state laws that emphasize the present solvency of insurance companies. SAP helps ensure that the company will have sufficient funds readily available to meet all anticipated insurance obligations by recognizing liabilities earlier or at a higher value than GAAP and assets later or at a lower value. For example, SAP requires that selling expenses be recorded immediately rather than amortized over the life of the policy. ( See Admitted assets; GAAP accounting)","What is the main difference between SAP accounting and GAAP accounting regarding the recognition of liabilities and assets, and provide a specific example?","SAP accounting emphasizes present solvency and recognizes liabilities earlier/at higher value and assets later/at lower value than GAAP. For example, SAP requires immediate recording of selling expenses unlike GAAP's amortization over policy life.",Insurance_Handbook_20103
82,"For disability insurance purposes, an insured's disability that meets the requirements of the definition of total disability included in the disability insurance policy or policy rider and that qualifies for payment of the specified disability benefits. When a disability begins, total disability is usually the complete and continuous inability of an insured to perform the essential duties of his regular occupation. After a disability has existed for a specified period, total disability usually exists only if the insured is prevented from working at any occupation for which he is reasonably fitted by education, training or experience. ( See Disability; Residual disability)",How does the definition of total disability in disability insurance policies change over time?,"Initially, it's the complete inability to perform the essential duties of one's regular occupation. After a specified period, it becomes the inability to work at any occupation suited to the insured's skills and experience.",Insurance_Handbook_20103
83,"Workers compensation insurance covers the cost of medical care and rehabilitation for workers injured on the job. It also compensates them for lost wages and provides death benefits for their dependents if they are killed in work-related accidents, including terrorist attacks. The workers compensation system is the 'exclusive remedy' for on-the-job injuries suffered by employees. As part of the social contract embedded in each state's law, the employee gives up the right to sue the employer for injuries caused by the employer's negligence and in return receives workers compensation benefits regardless of who or what caused the accident, as long as it happened in the workplace as a result of and in the course of workplace activities.","What are the main benefits provided by workers' compensation insurance, and what is the ""exclusive remedy"" principle in this context?","Workers' compensation covers medical care, rehabilitation, lost wages, and death benefits for work-related injuries or death.  The ""exclusive remedy"" means it's the only recourse an employee has for on-the-job injuries, giving up the right to sue the employer in return for benefits.",Insurance_Handbook_20103
84,"discriminate against any individual. But the underwriting and rating processes are geared specifically to differentiate good risks from bad risks. Since insurance is a business, insurers favor those applicants that are least likely to suffer a loss. One of the key competitive aspects of the personal lines insurance business is the ability to segment risks and price policies accurately according to the likely cost of claims generated by those policies. Insurance scores help insurers accomplish these objectives.",How do insurance scores help insurers in the personal lines insurance business?,"Insurance scores help insurers segment risks and price policies accurately, based on the likely cost of claims, allowing them to favor low-risk applicants and remain competitive.",Insurance_Handbook_20103
85,"of insurance coverage are provided. The pool acts as a single insuring entity, as opposed to some JUAs and assigned risk plans where the policyholder deals directly with an individual insurance company. Premiums, losses and expenses are shared among pool members in agreed-upon amounts. The range of activities handled by the pool varies. Some pool operations are limited to redistributing premiums and losses, while others have broader functions similar to an insurance company. Some pools use specific insurers as servicing carriers.","How does an insurance pool function differently from some JUAs and assigned risk plans, and what range of activities might it handle?","An insurance pool acts as a single insuring entity, unlike some JUAs and assigned risk plans.  Its activities vary, from simply redistributing premiums and losses to broader functions similar to an insurance company.",Insurance_Handbook_20103
86,"Some companies offer a guaranteed replacement cost policy, which pays whatever it costs to rebuild the home as it was before the fire or other disaster, even if it exceeds the policy limit. This gives protection against sudden increases in construction costs due to a shortage of building materials after a widespread disaster or other unexpected situations. It generally does not cover the cost of upgrading the house to comply with current building codes. However, an endorsement (or an addition to) the policy called Ordinance or Law can help pay for these additional costs.",What is a guaranteed replacement cost policy and what are its limitations?,"A guaranteed replacement cost policy pays to rebuild a home to its pre-disaster condition regardless of policy limits.  It typically doesn't cover upgrades to meet current building codes, but an endorsement like 'Ordinance or Law' can help cover those costs.",Insurance_Handbook_20103
87,"Under current no-fault laws, motorists may sue for severe injuries and for pain and suffering only if the case meets certain conditions. These conditions, known as a threshold, relate to the severity of injury. They may be expressed in verbal terms (a descriptive or verbal threshold) or in dollar amounts of medical bills, a monetary threshold. Some laws also include minimum requirements for the days of disability incurred as a result of the accident. Because high threshold no-fault systems restrict litigation, they tend to reduce costs and delays in paying claims. Verbal thresholds eliminate the incentive to inflate claims that may exist when there is a dollar 'target' for medical expenses. However, in some states the verbal threshold has been eroded over time by broad judicial interpretation of the verbal threshold language, and PIP coverage has become the target of abuse and fraud by dishonest doctors and clinics that bill for unnecessary and expensive medical procedures, pushing up costs.",What are the main factors influencing the costs and delays associated with no-fault insurance claims?,"High threshold no-fault systems restrict litigation, reducing costs and delays. Verbal thresholds eliminate incentives to inflate claims, but broad judicial interpretations can erode their effectiveness and lead to abuse and fraud.",Insurance_Handbook_20103
88,"As the name implies, an umbrella liability policy provides coverage over and above a business's other liability coverages. It is designed to protect against unusually high losses, providing protection when the policy limits of one of the underlying policies have been used up. For a typical business, an umbrella policy would provide protection beyond Its general liability and auto liability policies. If a company has employment practices liability insurance, directors and officers liability, or other types of liability insurance, the umbrella could provide protection beyond those policy limits as well. Cost depends on the nature of the business, its size, the type of risks the business faces and the ways the business implements risk reduction.","What is the primary purpose of an umbrella liability policy, and what types of underlying liability coverages does it supplement?","An umbrella liability policy provides coverage exceeding other liability coverages to protect against high losses when underlying policy limits are exhausted.  It supplements general liability, auto liability, employment practices liability, directors and officers liability, and other liability insurance.",Insurance_Handbook_20103
89,"Captives may be established to provide insurance to more than one entity. An association or group of companies may band together to form a captive to provide insurance coverage. Professionals-doctors, lawyers, accountants-have formed many captives over the years. Captives may, in turn, use a variety of reinsurance mechanisms to provide the coverage. In particular, many offshore captives use a 'fronting' insurer to provide the basic insurance policy. Fronting typically means that underwriting, claims and administrative functions are handled in the United States by an experienced commercial insurance company, since a captive generally will not want to get involved directly in running the insurance operation. Also, fronting allows a company to show it has an insur-","What is a common practice used by offshore captives to provide insurance coverage, and why is this practice employed?","Many offshore captives use a 'fronting' insurer to handle underwriting, claims, and administration. This is because captives often lack the infrastructure to directly manage these operations and fronting allows them to demonstrate they have insurance coverage.",Insurance_Handbook_20103
90,"est coverage. This covers all perils except those specifically excluded in the policy. Homeowners insurance also covers additional living expenses. Known as Loss of Use, this provision in the policy reimburses the policyholder for the extra cost of living elsewhere while the house is being restored after a disaster. The liability portion of the policy covers the homeowner for accidental injuries caused to third parties and/ or their property, such as a guest slipping and falling down improperly maintained stairs. Coverage for flood and earthquake damage is excluded and must be purchased separately. ( See Flood insurance; Earthquake insurance)","What are the typical coverages of a homeowner's insurance policy, and what perils are usually excluded?","Homeowner's insurance typically covers all perils except those specifically excluded, such as flood and earthquake damage.  It also covers additional living expenses (Loss of Use) and liability for injuries to third parties.",Insurance_Handbook_20103
91,"A flexible premium policy that combines protection against premature death with a type of savings vehicle, known as a cash value account, that typically earns a money market rate of interest. Death benefits can be changed during the life of the policy within limits, generally subject to a medical examination. Once funds accumulate in the cash value account, the premium can be paid at any time but the policy will lapse if there isn't enough money to cover annual mortality charges and administrative costs.",What are the key features of a flexible premium life insurance policy?,"It combines death benefit protection with a cash value savings account earning money market interest. Death benefits are adjustable (with limits), and premiums are flexible, but must cover annual costs to avoid policy lapse.",Insurance_Handbook_20103
92,"Like risk retention groups (RRGs), purchasing groups must be made up of persons or entities with like exposures and in a common business. However, whereas RRGs are liability insurance companies owned by their members, purchasing groups purchase liability coverage for their members from admitted insurers, surplus lines carriers or RRGs. Laws in some states prohibit insurers from giving groups formed to purchase insurance advantages over individuals. However, purchasing groups are not subject to so-called 'fictitious group' laws, which require a group to have been in existence for a certain period of time or require a group to have a certain minimum number of members. The Risk Retention Act of 1986 specifically provided for purchasing groups to be created to purchase liability insurance for members of the sponsoring groups.",What is the key difference between risk retention groups (RRGs) and purchasing groups in terms of how they obtain liability coverage?,"RRGs are liability insurance companies owned by their members, while purchasing groups buy liability coverage from admitted insurers, surplus lines carriers, or RRGs.",Insurance_Handbook_20103
93,"which to base estimates of future losses, either in terms of frequency or severity. Terrorism losses are also likely to be concentrated geographically, since terrorism is usually targeted to produce a significant economic or psychological impact. This leads to a situation known in the insurance industry as adverse selection, where only the people most at risk purchase coverage, the same people who are likely to file claims. Moreover, terrorism losses are never random. They are carefully planned and often coordinated.",Why does the concentration of terrorism losses geographically lead to adverse selection in the insurance industry?,"Terrorism losses are concentrated geographically because attacks are targeted for maximum impact. This causes adverse selection because only high-risk individuals buy insurance, increasing the likelihood of claims.",Insurance_Handbook_20103
94,"The tendency of those exposed to a higher risk to seek more insurance coverage than those at a lower risk. Insurers react either by charging higher premiums or not insuring at all, as in the case of floods. (Flood insurance is provided by the federal government but sold mostly through the private market.) In the case of natural disasters, such as earthquakes, adverse selection concentrates risk instead of spreading it. Insurance works best when risk is shared among large numbers of policyholders.","How does adverse selection affect the insurance market, particularly in the case of natural disasters?","In situations like natural disasters, adverse selection concentrates risk among insurers because those at higher risk seek more coverage, leading to higher premiums or refusal to insure.",Insurance_Handbook_20103
95,"1.  Bodily injury liability, for injuries the policyholder causes to someone else.
2.  Medical payments or Personal Injury Protection (PIP) for treatment of injuries to the driver and passengers of the policyholder's car.
3.  Property damage liability, for damage the policyholder causes to someone else's property.
4.  Collision, for damage to the policyholder's car from a collision.
5.  Comprehensive, for damage to the policyholder's car not involving a collision with another car (including damage from fire, explosions, earthquakes, floods, and riots), and theft.",What are the five main types of coverage typically included in a car insurance policy?,"The five main types of coverage are bodily injury liability, medical payments/PIP, property damage liability, collision, and comprehensive.",Insurance_Handbook_20103
